Sno,lang,title,url,lang_small
630,SuperTalk,SuperTalk,https://en.wikipedia.org/wiki/SuperTalk,supertalk
631,Swift (Apple programming language),Swift (programming language),https://en.wikipedia.org/wiki/Swift_(programming_language),swift (apple programming language)
632,Swift (parallel scripting language),Swift (parallel scripting language),https://en.wikipedia.org/wiki/Swift_(parallel_scripting_language),swift (parallel scripting language)
633,SYMPL,SYMPL,https://en.wikipedia.org/wiki/SYMPL,sympl
634,SystemVerilog,SystemVerilog,https://en.wikipedia.org/wiki/SystemVerilog,systemverilog
635,T,T (programming language),https://en.wikipedia.org/wiki/T_(programming_language),t
636,TACL,TACL,https://en.wikipedia.org/wiki/TACL,tacl
637,TACPOL,TACPOL (programming language),https://en.wikipedia.org/wiki/TACPOL_(programming_language),tacpol
638,TADS,TADS,https://en.wikipedia.org/wiki/TADS,tads
639,TAL,Transaction Application Language,https://en.wikipedia.org/wiki/Transaction_Application_Language,tal
640,Tcl,Tcl,https://en.wikipedia.org/wiki/Tcl,tcl
641,Tea,Tea (programming language),https://en.wikipedia.org/wiki/Tea_(programming_language),tea
642,TECO,Text Editor and Corrector,https://en.wikipedia.org/wiki/Text_Editor_and_Corrector,teco
643,TELCOMP,TELCOMP,https://en.wikipedia.org/wiki/TELCOMP,telcomp
644,TeX,TeX,https://en.wikipedia.org/wiki/TeX,tex
645,TEX,Text Executive Programming Language,https://en.wikipedia.org/wiki/Text_Executive_Programming_Language,tex
646,TIE,Tensilica Instruction Extension,https://en.wikipedia.org/wiki/Tensilica_Instruction_Extension,tie
647,Timber,Timber (programming language),https://en.wikipedia.org/wiki/Timber_(programming_language),timber
648,TMG,TMG (language),https://en.wikipedia.org/wiki/TMG_(language),tmg
649,Tom,Tom (pattern matching language),https://en.wikipedia.org/wiki/Tom_(pattern_matching_language),tom
650,TOM,TOM (object-oriented programming language),https://en.wikipedia.org/wiki/TOM_(object-oriented_programming_language),tom
651,Toi,Toi (programming language),https://en.wikipedia.org/wiki/Toi_(programming_language),toi
652,Topspeed,Clarion (programming language),https://en.wikipedia.org/wiki/Clarion_(programming_language),topspeed
653,TPU,Text Processing Utility,https://en.wikipedia.org/wiki/Text_Processing_Utility,tpu
654,Trac,TRAC (programming language),https://en.wikipedia.org/wiki/TRAC_(programming_language),trac
655,TTM,TTM (programming language),https://en.wikipedia.org/wiki/TTM_(programming_language),ttm
656,T-SQL,Transact-SQL,https://en.wikipedia.org/wiki/Transact-SQL,t-sql
657,Transcript,Transcript (programming language),https://en.wikipedia.org/wiki/Transcript_(programming_language),transcript
658,TTCN,TTCN,https://en.wikipedia.org/wiki/TTCN,ttcn
659,Turing,Turing (programming language),https://en.wikipedia.org/wiki/Turing_(programming_language),turing
660,TUTOR,TUTOR (programming language),https://en.wikipedia.org/wiki/TUTOR_(programming_language),tutor
661,TXL,TXL (programming language),https://en.wikipedia.org/wiki/TXL_(programming_language),txl
662,TypeScript,TypeScript,https://en.wikipedia.org/wiki/TypeScript,typescript
663,Tynker,Tynker,https://en.wikipedia.org/wiki/Tynker,tynker
664,Ubercode,Ubercode,https://en.wikipedia.org/wiki/Ubercode,ubercode
665,UCSD Pascal,UCSD Pascal,https://en.wikipedia.org/wiki/UCSD_Pascal,ucsd pascal
666,Umple,Umple,https://en.wikipedia.org/wiki/Umple,umple
667,Unicon,Unicon (programming language),https://en.wikipedia.org/wiki/Unicon_(programming_language),unicon
668,Uniface,Uniface (programming language),https://en.wikipedia.org/wiki/Uniface_(programming_language),uniface
669,UNITY,UNITY (programming language),https://en.wikipedia.org/wiki/UNITY_(programming_language),unity
670,Unix shell,Unix shell,https://en.wikipedia.org/wiki/Unix_shell,unix shell
671,UnrealScript,UnrealScript,https://en.wikipedia.org/wiki/UnrealScript,unrealscript
672,UranLang,UranLang (page does not exist),https://en.wikipedia.org/w/index.php?title=UranLang&action=edit&redlink=1,uranlang
673,Vala,Vala (programming language),https://en.wikipedia.org/wiki/Vala_(programming_language),vala
674,Verilog,Verilog,https://en.wikipedia.org/wiki/Verilog,verilog
675,VHDL,VHDL,https://en.wikipedia.org/wiki/VHDL,vhdl
676,Viper,Ethereum,https://en.wikipedia.org/wiki/Ethereum#Smart_contracts,viper
677,Visual Basic,Visual Basic,https://en.wikipedia.org/wiki/Visual_Basic,visual basic
678,Visual Basic .NET,Visual Basic .NET,https://en.wikipedia.org/wiki/Visual_Basic_.NET,visual basic .net
679,Visual DataFlex,Visual DataFlex,https://en.wikipedia.org/wiki/Visual_DataFlex,visual dataflex
680,Visual DialogScript,Visual DialogScript,https://en.wikipedia.org/wiki/Visual_DialogScript,visual dialogscript
681,Visual Fortran,Visual Fortran,https://en.wikipedia.org/wiki/Visual_Fortran,visual fortran
682,Visual FoxPro,Visual FoxPro,https://en.wikipedia.org/wiki/Visual_FoxPro,visual foxpro
683,Visual J++,Visual J++,https://en.wikipedia.org/wiki/Visual_J%2B%2B,visual j++
684,Visual J#,Visual J,https://en.wikipedia.org/wiki/Visual_J,visual j#
685,Visual LISP,AutoLISP,https://en.wikipedia.org/wiki/AutoLISP,visual lisp
686,Visual Objects,Visual Objects,https://en.wikipedia.org/wiki/Visual_Objects,visual objects
687,Visual Prolog,Visual Prolog,https://en.wikipedia.org/wiki/Visual_Prolog,visual prolog
688,VSXu,VSXu,https://en.wikipedia.org/wiki/VSXu,vsxu
689,vvvv,Vvvv,https://en.wikipedia.org/wiki/Vvvv,vvvv
690,"WATFIV, WATFOR",WATFIV (programming language),https://en.wikipedia.org/wiki/WATFIV_(programming_language),"watfiv, watfor"
691,WebDNA,WebDNA,https://en.wikipedia.org/wiki/WebDNA,webdna
692,WebQL,WebQL,https://en.wikipedia.org/wiki/WebQL,webql
693,Whiley,Whiley (programming language),https://en.wikipedia.org/wiki/Whiley_(programming_language),whiley
694,Winbatch,Winbatch,https://en.wikipedia.org/wiki/Winbatch,winbatch
695,Wolfram Language,Wolfram Language,https://en.wikipedia.org/wiki/Wolfram_Language,wolfram language
696,Wyvern,Wyvern (programming language),https://en.wikipedia.org/wiki/Wyvern_(programming_language),wyvern
697,X++,X++,https://en.wikipedia.org/wiki/X%2B%2B,x++
698,X10,X10 (programming language),https://en.wikipedia.org/wiki/X10_(programming_language),x10
699,XBL,XBL,https://en.wikipedia.org/wiki/XBL,xbl
700,XC,XC Programming Language,https://en.wikipedia.org/wiki/XC_Programming_Language,xc
701,XMOS architecture,XCore XS1,https://en.wikipedia.org/wiki/XCore_XS1,xmos architecture
702,xHarbour,XHarbour,https://en.wikipedia.org/wiki/XHarbour,xharbour
703,XL,XL (programming language),https://en.wikipedia.org/wiki/XL_(programming_language),xl
704,Xojo,Xojo,https://en.wikipedia.org/wiki/Xojo,xojo
705,XOTcl,XOTcl,https://en.wikipedia.org/wiki/XOTcl,xotcl
706,XPL,XPL,https://en.wikipedia.org/wiki/XPL,xpl
707,XPL0,XPL0,https://en.wikipedia.org/wiki/XPL0,xpl0
708,XQuery,XQuery,https://en.wikipedia.org/wiki/XQuery,xquery
709,XSB,XSB,https://en.wikipedia.org/wiki/XSB,xsb
710,XSharp,XSharp,https://en.wikipedia.org/wiki/XSharp,xsharp
711,XSLT,XSL Transformations,https://en.wikipedia.org/wiki/XSL_Transformations,xslt
712,XPath,XPath,https://en.wikipedia.org/wiki/XPath,xpath
713,Xtend,Xtend,https://en.wikipedia.org/wiki/Xtend,xtend
714,Yorick,Yorick (programming language),https://en.wikipedia.org/wiki/Yorick_(programming_language),yorick
715,YQL,YQL (programming language),https://en.wikipedia.org/wiki/YQL_(programming_language),yql
716,Yoix,Yoix,https://en.wikipedia.org/wiki/Yoix,yoix
717,Z notation,Z notation,https://en.wikipedia.org/wiki/Z_notation,z notation
718,"Zebra, ZPL, ZPL2",Zebra (programming language),https://en.wikipedia.org/wiki/Zebra_(programming_language),"zebra, zpl, zpl2"
719,Zeno,Zeno (programming language),https://en.wikipedia.org/wiki/Zeno_(programming_language),zeno
720,ZetaLisp,ZetaLisp,https://en.wikipedia.org/wiki/ZetaLisp,zetalisp
721,ZOPL,ZOPL,https://en.wikipedia.org/wiki/ZOPL,zopl
722,Zsh,Z shell,https://en.wikipedia.org/wiki/Z_shell,zsh
723,ZPL,ZPL (programming language),https://en.wikipedia.org/wiki/ZPL_(programming_language),zpl
724,Z++,Z++,https://en.wikipedia.org/wiki/Z%2B%2B,z++
